Student,Gender,Skill level,Week 1 quiz,Week 2 quiz,Week 3 quiz,Week 4 quiz,Week 5 quiz,Week 6 quiz,Week 7 quiz,Week 8 quiz,Week 9 quiz,Week 10 quiz,Week 11 quiz,Week 12 quiz,Week 13 quiz,Week 14 quiz,Week 15 quiz,Week 16 quiz,Week 1 homework,Week 2 homework,Week 3 homework,Week 4 homework,Week 5 homework,Week 7 homework,Week 8 homework,Week 9 homework,Week 10 homework,Week 11 homework,Week 13 homework,Week 14 homework,Week 15 homework,Score,Grade,Week 1 homework maxscore,Week 1 quiz maxscore,Week 10 homework maxscore,Week 10 quiz maxscore,Week 11 homework maxscore,Week 11 quiz maxscore,Week 12 quiz maxscore,Week 13 homework maxscore,Week 13 quiz maxscore,Week 14 homework maxscore,Week 14 quiz maxscore,Week 15 homework maxscore,Week 15 quiz maxscore,Week 16 quiz maxscore,Week 2 homework maxscore,Week 2 quiz maxscore,Week 3 homework maxscore,Week 3 quiz maxscore,Week 4 homework maxscore,Week 4 quiz maxscore,Week 5 homework maxscore,Week 5 quiz maxscore,Week 6 quiz maxscore,Week 7 homework maxscore,Week 7 quiz maxscore,Week 8 homework maxscore,Week 8 quiz maxscore,Week 9 homework maxscore,Week 9 quiz maxscore
S278,M,Intermediate,2.0,5.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,20.39,F,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.0,0.41,0.31,0.32,0.18,0.5,0.5,0.5,0.5,0.5,0.38,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.38
S279,F,Proficient,5.0,4.0,3.0,5.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,6.0,3.0,0.0,1.0,4.0,12.0,22.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.94,D,0.5,0.5,0.5,0.5,0.5,0.45,0.45,0.5,0.5,0.5,0.5,0.5,0.44,0.4,0.5,0.5,0.5,0.45,0.5,0.43,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5
S280,M,-,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,0.5,0.5,0.5,0.45,0.5,0.47,0.45,0.44,0.41,0.5,0.45,0.34,0.35,0.37,0.5,0.5,0.5,0.49,0.5,0.35,0.5,0.45,0.35,0.5,0.49,0.5,0.46,0.21,0.33
S281,M,Proficient,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.27,F,0.5,0.5,0.0,0.34,0.0,0.28,0.11,0.44,0.46,0.0,0.43,0.0,0.07,0.13,0.5,0.5,0.22,0.49,0.47,0.5,0.5,0.4,0.48,0.5,0.38,0.0,0.48,0.0,0.5
S282,M,-,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,4.0,8.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,85.73,B,0.5,0.5,0.5,0.5,0.38,0.5,0.5,0.5,0.48,0.5,0.46,0.03,0.39,0.35,0.5,0.5,0.5,0.45,0.35,0.43,0.5,0.43,0.37,0.5,0.38,0.24,0.44,0.5,0.45
S283,F,Proficient,6.0,3.0,2.0,6.0,3.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,1.0,5.0,99.3,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.31,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49
S284,M,Intermediate,1.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,10.0,2.0,7.0,6.0,8.0,4.0,5.0,6.0,1.0,1.0,2.0,94.38,A,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.43,0.5,0.45,0.5,0.38,0.27,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.43,0.4,0.5,0.48,0.5,0.43,0.5,0.47
S285,M,Intermediate,1.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,62.71,D,0.5,0.5,0.5,0.46,0.12,0.43,0.5,0.5,0.46,0.0,0.44,0.0,0.43,0.31,0.5,0.5,0.5,0.48,0.3,0.5,0.44,0.5,0.29,0.44,0.5,0.0,0.5,0.5,0.5
S286,M,Proficient,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,28.0,2.0,5.0,6.0,10.0,2.0,4.0,2.0,3.0,0.0,0.0,92.74,A,0.5,0.48,0.42,0.47,0.5,0.45,0.42,0.44,0.4,0.0,0.4,0.03,0.44,0.23,0.5,0.48,0.5,0.36,0.5,0.41,0.5,0.47,0.49,0.5,0.48,0.45,0.46,0.5,0.33
S287,M,Novice,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,6.0,2.0,4.0,8.0,9.0,0.0,2.0,0.0,0.0,76.26,C,0.5,0.49,0.33,0.5,0.5,0.5,0.5,0.44,0.5,0.28,0.5,0.06,0.44,0.4,0.5,0.5,0.41,0.5,0.33,0.5,0.5,0.5,0.4,0.46,0.5,0.4,0.5,0.25,0.48
S288,M,Beginner,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,8.0,14.0,2.0,4.0,10.0,21.0,13.0,6.0,3.0,0.0,0.0,82.95,B,0.5,0.45,0.44,0.06,0.47,0.35,0.34,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47,0.5,0.32,0.5,0.48,0.5,0.27,0.3,0.5,0.3,0.33,0.38,0.5,0.41
S289,F,Proficient,2.0,3.0,4.0,6.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,6.0,102.5,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.47,0.5,0.45,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.49
S290,M,Proficient,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,6.0,6.0,3.0,3.0,1.0,0.0,2.0,0.0,9.0,86.72,B,0.5,0.47,0.5,0.42,0.0,0.0,0.42,0.5,0.42,0.0,0.0,0.47,0.0,0.0,0.5,0.48,0.5,0.4,0.5,0.48,0.5,0.5,0.48,0.5,0.49,0.5,0.44,0.5,0.48
S291,M,Proficient,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0,4.0,99.6,A,0.5,0.49,0.5,0.48,0.5,0.43,0.46,0.44,0.5,0.5,0.49,0.5,0.44,0.44,0.5,0.44,0.5,0.5,0.5,0.45,0.5,0.45,0.45,0.5,0.5,0.5,0.48,0.5,0.48
S292,M,Expert,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,84.1,B,0.5,0.5,0.5,0.5,0.5,0.39,0.37,0.5,0.36,0.36,0.35,0.31,0.32,0.29,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,0.5,0.5,0.4,0.48,0.5,0.48
S293,F,Proficient,7.0,8.0,3.0,2.0,1.0,1.0,1.0,6.0,2.0,3.0,2.0,3.0,4.0,5.0,3.0,1.0,1.0,3.0,10.0,2.0,6.0,3.0,6.0,2.0,3.0,5.0,2.0,10.0,2.0,100.0,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.47,0.5,0.5,0.5,0.5,0.33,0.5,0.45,0.5,0.4,0.5,0.45,0.5,0.5,0.48,0.5,0.5,0.48,0.5,0.5,0.45
S295,F,Novice,5.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,5.0,3.0,11.0,8.0,3.0,4.0,1.0,2.0,0.0,76.85,C,0.5,0.5,0.5,0.48,0.5,0.47,0.43,0.39,0.31,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.46,0.48,0.4,0.48,0.5,0.42,0.44,0.5,0.5,0.5,0.48,0.5,0.42
S296,M,-,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,13.0,1.0,4.0,4.0,0.0,8.0,0.0,92.25,A,0.5,0.46,0.5,0.43,0.5,0.49,0.36,0.17,0.44,0.5,0.45,0.0,0.39,0.36,0.5,0.47,0.5,0.44,0.45,0.48,0.5,0.48,0.43,0.5,0.5,0.5,0.38,0.5,0.44
S297,M,Beginner,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,6.0,4.0,8.0,5.0,4.0,2.0,1.0,3.0,8.0,100.4,A,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.4,0.5,0.45,0.42,0.43,0.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.46,0.5,0.49,0.5,0.49,0.5,0.49
S298,M,Expert,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,3.0,5.0,3.0,2.0,6.0,2.0,2.0,4.0,8.0,97.57,A,0.5,0.47,0.5,0.5,0.5,0.43,0.48,0.5,0.41,0.5,0.48,0.5,0.45,0.24,0.5,0.5,0.5,0.4,0.5,0.38,0.5,0.45,0.41,0.5,0.43,0.33,0.49,0.5,0.34
S299,F,Intermediate,4.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,5.0,2.0,3.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,8.0,9.0,8.0,2.0,6.0,5.0,2.0,11.0,2.0,0.0,0.0,84.44,B,0.5,0.5,0.5,0.5,0.5,0.47,0.45,0.5,0.44,0.28,0.43,0.31,0.38,0.39,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.49,0.5,0.5,0.5,0.48,0.5,0.5
S300,M,Expert,3.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,8.0,1.0,0.0,5.0,0.0,2.0,0.0,4.0,8.0,9.0,0.0,76.78,C,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5
S301,M,-,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,10.0,4.0,14.0,0.0,6.0,6.0,10.0,1.0,2.0,0.0,3.0,45.27,F,0.5,0.46,0.39,0.38,0.0,0.45,0.25,0.44,0.26,0.22,0.22,0.33,0.36,0.3,0.11,0.0,0.21,0.45,0.5,0.48,0.5,0.29,0.42,0.5,0.46,0.24,0.4,0.43,0.11
S302,M,-,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,99.34,A,0.5,0.31,0.19,0.43,0.35,0.45,0.47,0.39,0.32,0.5,0.34,0.22,0.39,0.37,0.5,0.37,0.32,0.31,0.0,0.38,0.5,0.29,0.45,0.0,0.43,0.33,0.4,0.32,0.35
S303,M,Proficient,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,8.0,4.0,4.0,10.0,0.0,4.0,0.0,0.0,87.3,B,0.5,0.5,0.5,0.46,0.5,0.46,0.5,0.5,0.42,0.42,0.5,0.03,0.45,0.44,0.5,0.47,0.5,0.5,0.5,0.45,0.5,0.47,0.48,0.5,0.49,0.5,0.5,0.5,0.45
S304,F,Novice,3.0,5.0,2.0,1.0,7.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,61.29,D,0.5,0.44,0.22,0.43,0.0,0.45,0.5,0.5,0.45,0.38,0.39,0.5,0.2,0.39,0.5,0.5,0.5,0.49,0.5,0.43,0.34,0.32,0.25,0.5,0.5,0.33,0.38,0.48,0.4
S305,M,Novice,2.0,1.0,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,10.0,4.0,1.0,6.0,1.0,14.0,1.0,4.0,1.0,1.0,1.0,0.0,83.26,B,0.5,0.5,0.5,0.49,0.5,0.44,0.45,0.5,0.41,0.5,0.41,0.0,0.41,0.39,0.5,0.45,0.5,0.48,0.5,0.5,0.5,0.48,0.5,0.42,0.45,0.5,0.5,0.5,0.44
S306,M,Intermediate,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,22.0,6.0,1.0,7.0,14.0,3.0,6.0,4.0,4.0,0.0,0.0,59.95,E,0.5,0.5,0.47,0.5,0.5,0.5,0.37,0.5,0.45,0.0,0.37,0.0,0.45,0.48,0.5,0.5,0.5,0.48,0.5,0.4,0.5,0.4,0.4,0.48,0.43,0.33,0.4,0.5,0.43
S307,M,-,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,77.38,C,0.5,0.5,0.5,0.35,0.35,0.48,0.43,0.5,0.33,0.5,0.38,0.31,0.43,0.25,0.5,0.44,0.5,0.46,0.5,0.43,0.5,0.49,0.49,0.46,0.43,0.31,0.44,0.5,0.33
S308,M,Intermediate,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,0.0,34.49,F,0.5,0.5,0.5,0.45,0.5,0.5,0.45,0.5,0.43,0.12,0.39,0.03,0.13,0.0,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.49,0.49,0.5,0.5,0.5,0.45,0.5,0.45
S309,M,Novice,6.0,4.0,14.0,13.0,16.0,6.0,2.0,5.0,6.0,3.0,4.0,3.0,10.0,9.0,4.0,2.0,1.0,11.0,11.0,4.0,6.0,9.0,18.0,10.0,10.0,2.0,3.0,3.0,8.0,92.4,A,0.5,0.5,0.5,0.5,0.5,0.39,0.5,0.5,0.49,0.5,0.5,0.5,0.45,0.29,0.5,0.5,0.5,0.48,0.5,0.43,0.5,0.48,0.49,0.5,0.48,0.5,0.48,0.5,0.47
S312,M,Intermediate,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,5.0,4.0,5.0,1.0,3.0,1.0,1.0,3.0,3.0,97.9,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
S313,M,Intermediate,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,8.0,1.0,18.0,3.0,1.0,2.0,1.0,1.0,80.24,B,0.5,0.5,0.5,0.42,0.5,0.43,0.0,0.22,0.28,0.31,0.31,0.5,0.34,0.3,0.5,0.43,0.0,0.34,0.5,0.14,0.29,0.19,0.44,0.5,0.0,0.33,0.34,0.5,0.31
S314,F,Novice,3.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,3.0,8.0,5.0,1.0,0.0,7.0,101.49,A,0.5,0.5,0.5,0.5,0.5,0.46,0.5,0.5,0.5,0.28,0.05,0.5,0.49,0.46,0.36,0.5,0.5,0.5,0.5,0.5,0.41,0.34,0.5,0.5,0.5,0.5,0.5,0.5,0.45
S316,M,Proficient,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,6.0,2.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,98.0,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.45,0.44,0.5,0.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
S317,M,Intermediate,3.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,9.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,101.0,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
S318,F,Intermediate,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,F,0.5,0.5,0.0,0.39,0.5,0.36,0.45,0.0,0.34,0.0,0.32,0.0,0.29,0.17,0.48,0.48,0.21,0.36,0.0,0.45,0.1,0.0,0.42,0.5,0.46,0.17,0.36,0.0,0.0
S319,M,-,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,5.0,7.0,2.0,9.0,2.0,2.0,1.0,3.0,0.0,3.0,68.65,D,0.5,0.5,0.06,0.0,0.35,0.4,0.45,0.44,0.27,0.0,0.0,0.08,0.2,0.15,0.5,0.49,0.5,0.48,0.5,0.4,0.5,0.45,0.46,0.5,0.5,0.5,0.35,0.5,0.38
S320,M,Novice,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,16.0,4.0,15.0,10.0,2.0,2.0,6.0,4.0,8.0,93.76,A,0.5,0.5,0.5,0.45,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.42,0.5,0.5,0.41,0.49,0.5,0.5,0.5,0.48,0.48,0.5,0.5,0.5,0.45,0.5,0.47
S321,F,Intermediate,1.0,4.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,8.0,1.0,15.0,3.0,7.0,9.0,2.0,2.0,2.0,1.0,8.0,94.9,A,0.5,0.5,0.5,0.49,0.5,0.47,0.48,0.5,0.46,0.5,0.48,0.5,0.45,0.45,0.5,0.5,0.5,0.45,0.5,0.49,0.5,0.5,0.45,0.5,0.49,0.5,0.5,0.5,0.45
S323,M,Proficient,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,4.0,6.0,3.0,6.0,9.0,5.0,5.0,7.0,2.0,3.0,1.0,0.0,71.56,C,0.5,0.5,0.22,0.45,0.5,0.39,0.38,0.44,0.36,0.03,0.46,0.03,0.39,0.34,0.5,0.48,0.38,0.45,0.43,0.41,0.5,0.38,0.35,0.5,0.5,0.21,0.5,0.5,0.34
S324,M,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,0.5,0.5,0.5,0.45,0.17,0.36,0.43,0.5,0.2,0.33,0.37,0.0,0.15,0.12,0.3,0.46,0.5,0.47,0.33,0.4,0.5,0.34,0.44,0.5,0.35,0.0,0.3,0.25,0.35
S325,F,Novice,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,4.0,3.0,1.0,5.0,4.0,1.0,1.0,2.0,2.0,97.29,A,0.5,0.5,0.47,0.46,0.17,0.48,0.49,0.44,0.32,0.0,0.5,0.5,0.49,0.34,0.5,0.5,0.1,0.38,0.26,0.33,0.5,0.33,0.49,0.48,0.5,0.17,0.5,0.48,0.47
S326,M,Intermediate,3.0,4.0,4.0,3.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,7.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,98.91,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.45,0.5,0.46,0.49,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.49,0.5,0.45,0.5,0.5,0.5,0.45
S327,F,Novice,3.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,11.0,4.0,8.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,76.76,C,0.5,0.47,0.5,0.44,0.0,0.41,0.35,0.5,0.46,0.47,0.44,0.0,0.34,0.05,0.5,0.48,0.48,0.46,0.5,0.45,0.46,0.49,0.46,0.5,0.5,0.33,0.5,0.11,0.41
S328,M,Intermediate,5.0,7.0,2.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,13.0,5.0,1.0,0.0,4.0,1.0,1.0,70.56,C,0.5,0.5,0.5,0.49,0.5,0.38,0.45,0.5,0.44,0.5,0.5,0.5,0.45,0.27,0.5,0.5,0.5,0.39,0.5,0.45,0.5,0.37,0.44,0.5,0.5,0.5,0.38,0.5,0.33
S329,F,Beginner,8.0,6.0,7.0,4.0,5.0,1.0,1.0,6.0,7.0,2.0,5.0,3.0,7.0,6.0,5.0,8.0,1.0,3.0,7.0,3.0,7.0,8.0,19.0,14.0,8.0,3.0,2.0,1.0,5.0,74.9,C,0.5,0.49,0.5,0.46,0.35,0.39,0.5,0.44,0.5,0.36,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.45,0.48,0.5,0.48,0.5,0.41,0.5,0.34
S330,F,Intermediate,3.0,4.0,3.0,3.0,4.0,5.0,1.0,1.0,7.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,9.0,2.0,2.0,6.0,3.0,8.0,1.0,2.0,1.0,2.0,1.0,2.0,90.8,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.33,0.5,0.5,0.49,0.48,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48
S332,M,Intermediate,4.0,4.0,9.0,3.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,6.0,4.0,6.0,5.0,2.0,2.0,3.0,1.0,3.0,17.0,4.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,65.78,D,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.49,0.5,0.48,0.5,0.46,0.5,0.5,0.48,0.5,0.5,0.5,0.48,0.5,0.49
S333,F,-,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,1.0,80.0,B,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.48,0.5,0.5,0.5,0.49,0.5,0.5,0.48,0.5,0.5,0.5,0.5
S334,M,Proficient,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,6.0,2.0,4.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,6.0,6.0,9.0,3.0,26.0,5.0,5.0,2.0,5.0,1.0,9.0,91.7,A,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.49,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5
S335,F,Intermediate,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,0.0,3.0,6.0,5.0,0.0,1.0,3.0,0.0,82.71,B,0.5,0.5,0.5,0.45,0.43,0.4,0.48,0.44,0.46,0.28,0.41,0.09,0.35,0.48,0.5,0.43,0.5,0.39,0.5,0.39,0.5,0.45,0.44,0.5,0.5,0.5,0.5,0.5,0.43
S336,M,Proficient,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,F,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.44,0.45,0.39,0.4,0.44,0.38,0.0,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.48,0.48,0.5,0.5,0.5,0.45,0.5,0.5
S337,M,Novice,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,F,0.5,0.5,0.5,0.48,0.5,0.45,0.48,0.5,0.41,0.0,0.0,0.38,0.22,0.03,0.5,0.5,0.5,0.5,0.4,0.0,0.5,0.48,0.4,0.5,0.49,0.5,0.48,0.5,0.45
