Student,Gender,Skill level,Week 1 quiz,Week 2 quiz,Week 3 quiz,Week 4 quiz,Week 5 quiz,Week 6 quiz,Week 7 quiz,Week 8 quiz,Week 9 quiz,Week 10 quiz,Week 11 quiz,Week 12 quiz,Week 13 quiz,Week 14 quiz,Week 15 quiz,Week 16 quiz,Week 1 homework,Week 2 homework,Week 3 homework,Week 4 homework,Week 5 homework,Week 7 homework,Week 8 homework,Week 9 homework,Week 10 homework,Week 11 homework,Week 13 homework,Week 14 homework,Week 15 homework,Score,Grade,Week 1 homework_maxscore,Week 1 quiz_maxscore,Week 10 homework_maxscore,Week 10 quiz_maxscore,Week 11 homework_maxscore,Week 11 quiz_maxscore,Week 12 quiz_maxscore,Week 13 homework_maxscore,Week 13 quiz_maxscore,Week 14 homework_maxscore,Week 14 quiz_maxscore,Week 15 homework_maxscore,Week 15 quiz_maxscore,Week 16 quiz_maxscore,Week 2 homework_maxscore,Week 2 quiz_maxscore,Week 3 homework_maxscore,Week 3 quiz_maxscore,Week 4 homework_maxscore,Week 4 quiz_maxscore,Week 5 homework_maxscore,Week 5 quiz_maxscore,Week 6 quiz_maxscore,Week 7 homework_maxscore,Week 7 quiz_maxscore,Week 8 homework_maxscore,Week 8 quiz_maxscore,Week 9 homework_maxscore,Week 9 quiz_maxscore,Week 1 homework_firstscore,Week 1 quiz_firstscore,Week 10 homework_firstscore,Week 10 quiz_firstscore,Week 11 homework_firstscore,Week 11 quiz_firstscore,Week 12 quiz_firstscore,Week 13 homework_firstscore,Week 13 quiz_firstscore,Week 14 homework_firstscore,Week 14 quiz_firstscore,Week 15 homework_firstscore,Week 15 quiz_firstscore,Week 16 quiz_firstscore,Week 2 homework_firstscore,Week 2 quiz_firstscore,Week 3 homework_firstscore,Week 3 quiz_firstscore,Week 4 homework_firstscore,Week 4 quiz_firstscore,Week 5 homework_firstscore,Week 5 quiz_firstscore,Week 6 quiz_firstscore,Week 7 homework_firstscore,Week 7 quiz_firstscore,Week 8 homework_firstscore,Week 8 quiz_firstscore,Week 9 homework_firstscore,Week 9 quiz_firstscore,Week 1 homework_lastscore,Week 1 quiz_lastscore,Week 10 homework_lastscore,Week 10 quiz_lastscore,Week 11 homework_lastscore,Week 11 quiz_lastscore,Week 12 quiz_lastscore,Week 13 homework_lastscore,Week 13 quiz_lastscore,Week 14 homework_lastscore,Week 14 quiz_lastscore,Week 15 homework_lastscore,Week 15 quiz_lastscore,Week 16 quiz_lastscore,Week 2 homework_lastscore,Week 2 quiz_lastscore,Week 3 homework_lastscore,Week 3 quiz_lastscore,Week 4 homework_lastscore,Week 4 quiz_lastscore,Week 5 homework_lastscore,Week 5 quiz_lastscore,Week 6 quiz_lastscore,Week 7 homework_lastscore,Week 7 quiz_lastscore,Week 8 homework_lastscore,Week 8 quiz_lastscore,Week 9 homework_lastscore,Week 9 quiz_lastscore,attempts_sum,maxscore_sum,cluster_label,Logistic Regression,K-Nearest Neighbors,Support Vector Machine,Decision Tree
S149,M,Proficient,2.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.57,F,0.5,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.3,0.0,0.25,0.02,0.4,0.0,0.15,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.3,0.0,0.24,0.02,0.23,0.0,0.15,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.3,0.0,0.25,0.02,0.4,0.0,0.08,0.36,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.65,2,2,2,2,2
S150,F,Intermediate,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,8.0,8.0,16.0,3.0,12.0,9.0,3.0,1.0,6.0,95.25,A,0.5,0.45,0.5,0.45,0.44,0.48,0.5,0.5,0.48,0.5,0.33,0.42,0.33,0.34,0.5,0.37,0.5,0.38,0.5,0.43,0.5,0.35,0.45,0.5,0.5,0.43,0.35,0.5,0.48,0.5,0.43,0.0,0.45,0.0,0.48,0.5,0.44,0.48,0.5,0.33,0.29,0.33,0.34,0.5,0.37,0.36,0.38,0.3,0.43,0.42,0.34,0.45,0.25,0.5,0.31,0.35,0.2,0.48,0.5,0.45,0.5,0.45,0.44,0.48,0.5,0.5,0.48,0.5,0.33,0.42,0.33,0.34,0.5,0.15,0.5,0.38,0.5,0.43,0.5,0.35,0.45,0.5,0.5,0.43,0.35,0.5,0.48,102.0,12.959999999999997,0,0,0,0,0
S151,F,Intermediate,3.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,53.9,E,0.5,0.5,0.0,0.5,0.0,0.05,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.46,0.45,0.35,0.0,0.36,0.5,0.4,0.44,0.0,0.38,0.0,0.45,0.3,0.31,0.5,0.43,0.0,0.31,0.0,0.05,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.32,0.45,0.13,0.0,0.28,0.5,0.25,0.44,0.0,0.38,0.0,0.45,0.3,0.31,0.5,0.5,0.0,0.5,0.0,0.05,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.46,0.45,0.35,0.0,0.36,0.5,0.4,0.44,0.0,0.38,0.0,0.45,0.3,0.2,41.0,6.8500000000000005,2,2,2,2,2
S152,F,Intermediate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.75,F,0.5,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.45,0.48,0.35,0.41,0.45,0.47,0.29,0.33,0.0,0.43,0.0,0.0,0.0,0.0,0.5,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.45,0.36,0.35,0.33,0.45,0.42,0.29,0.33,0.0,0.43,0.0,0.0,0.0,0.0,0.5,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.45,0.48,0.35,0.41,0.45,0.47,0.29,0.33,0.0,0.43,0.0,0.0,0.0,0.0,27.0,5.12,2,2,2,2,2
S153,M,Proficient,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,12.0,10.0,6.0,7.0,6.0,4.0,7.0,6.0,2.0,1.0,1.0,88.73,B,0.5,0.44,0.36,0.47,0.12,0.42,0.47,0.44,0.43,0.0,0.42,0.0,0.46,0.3,0.5,0.45,0.41,0.35,0.5,0.43,0.5,0.44,0.49,0.5,0.49,0.36,0.45,0.25,0.34,0.5,0.44,0.17,0.34,0.0,0.42,0.33,0.06,0.43,0.0,0.42,0.0,0.29,0.29,0.38,0.45,0.34,0.35,0.18,0.3,0.24,0.44,0.42,0.23,0.49,0.0,0.45,0.16,0.34,0.5,0.44,0.36,0.47,0.12,0.42,0.47,0.44,0.43,0.0,0.42,0.0,0.46,0.3,0.5,0.45,0.41,0.35,0.5,0.43,0.5,0.44,0.49,0.5,0.49,0.36,0.45,0.25,0.28,92.0,11.289999999999997,1,1,1,1,1
S154,M,Proficient,4.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,10.0,1.0,4.0,3.0,5.0,7.0,6.0,2.0,0.0,12.0,5.0,92.0,A,0.5,0.5,0.5,0.41,0.5,0.45,0.41,0.0,0.32,0.5,0.46,0.5,0.42,0.45,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.47,0.49,0.5,0.43,0.5,0.49,0.5,0.48,0.5,0.43,0.0,0.37,0.15,0.45,0.41,0.0,0.13,0.38,0.39,0.5,0.24,0.45,0.45,0.43,0.36,0.41,0.5,0.4,0.34,0.47,0.38,0.46,0.43,0.31,0.49,0.02,0.48,0.5,0.5,0.5,0.41,0.5,0.45,0.41,0.0,0.32,0.5,0.46,0.5,0.42,0.45,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.47,0.49,0.5,0.43,0.5,0.49,0.5,0.48,88.0,13.180000000000001,1,1,1,1,1
S155,F,Proficient,1.0,1.0,2.0,2.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,76.04,C,0.5,0.35,0.44,0.42,0.5,0.45,0.5,0.5,0.37,0.0,0.35,0.12,0.33,0.5,0.38,0.34,0.05,0.3,0.0,0.39,0.11,0.22,0.48,0.38,0.33,0.0,0.45,0.0,0.19,0.5,0.35,0.17,0.42,0.35,0.45,0.5,0.0,0.37,0.0,0.35,0.0,0.33,0.5,0.38,0.34,0.05,0.21,0.0,0.16,0.11,0.2,0.33,0.38,0.33,0.0,0.45,0.0,0.18,0.5,0.35,0.44,0.42,0.5,0.45,0.5,0.5,0.37,0.0,0.35,0.12,0.33,0.5,0.38,0.34,0.05,0.3,0.0,0.39,0.11,0.22,0.05,0.38,0.33,0.0,0.45,0.0,0.19,44.0,8.949999999999998,1,1,1,1,1
S156,M,-,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38,F,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.21,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.21,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.21,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.4,2,2,2,2,2
S157,F,Intermediate,5.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,17.0,4.0,4.0,7.0,0.0,4.0,0.0,4.0,0.0,86.72,B,0.5,0.5,0.0,0.46,0.5,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.07,0.5,0.22,0.5,0.13,0.5,0.19,0.5,0.08,0.48,0.5,0.5,0.5,0.2,0.5,0.0,0.26,0.41,0.0,0.46,0.35,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.07,0.4,0.22,0.5,0.13,0.35,0.19,0.05,0.08,0.45,0.38,0.5,0.48,0.2,0.3,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.07,0.5,0.05,0.5,0.11,0.5,0.18,0.5,0.08,0.48,0.5,0.0,0.5,0.2,0.5,0.0,72.0,7.64,1,1,1,1,1
S158,M,Intermediate,3.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,6.0,4.0,11.0,0.0,2.0,3.0,0.0,0.0,85.03,B,0.5,0.5,0.0,0.5,0.5,0.48,0.3,0.44,0.39,0.0,0.39,0.0,0.36,0.0,0.5,0.5,0.47,0.38,0.33,0.4,0.47,0.32,0.45,0.48,0.45,0.33,0.45,0.32,0.48,0.5,0.41,0.0,0.5,0.15,0.48,0.3,0.28,0.39,0.0,0.39,0.0,0.36,0.0,0.5,0.4,0.4,0.34,0.33,0.4,0.47,0.32,0.32,0.17,0.45,0.31,0.45,0.02,0.48,0.5,0.5,0.0,0.5,0.5,0.48,0.3,0.44,0.39,0.0,0.39,0.0,0.36,0.0,0.5,0.5,0.47,0.38,0.33,0.4,0.47,0.32,0.45,0.48,0.45,0.33,0.45,0.32,0.48,60.0,10.69,1,1,1,1,1
S159,M,Novice,2.0,3.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,8.0,5.0,25.0,6.0,18.0,5.0,4.0,5.0,0.0,2.0,0.0,83.79,B,0.5,0.5,0.5,0.46,0.5,0.48,0.5,0.0,0.0,0.5,0.32,0.0,0.0,0.0,0.5,0.48,0.5,0.45,0.5,0.5,0.47,0.43,0.49,0.48,0.5,0.38,0.5,0.5,0.39,0.0,0.39,0.33,0.46,0.0,0.48,0.5,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.43,0.42,0.38,0.45,0.35,0.5,0.18,0.34,0.3,0.0,0.5,0.0,0.5,0.02,0.39,0.5,0.5,0.5,0.46,0.5,0.48,0.5,0.0,0.0,0.5,0.32,0.0,0.0,0.0,0.5,0.48,0.5,0.45,0.5,0.5,0.47,0.05,0.49,0.48,0.03,0.38,0.5,0.5,0.39,107.0,11.330000000000002,0,0,0,0,0
S160,F,Novice,3.0,4.0,5.0,3.0,7.0,5.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,19.0,2.0,12.0,2.0,20.0,3.0,8.0,13.0,4.0,1.0,0.0,80.7,B,0.5,0.48,0.5,0.5,0.35,0.49,0.49,0.44,0.46,0.0,0.38,0.0,0.34,0.47,0.28,0.5,0.5,0.5,0.5,0.48,0.5,0.44,0.49,0.5,0.48,0.33,0.48,0.5,0.45,0.5,0.38,0.28,0.41,0.0,0.49,0.43,0.22,0.46,0.0,0.26,0.0,0.34,0.47,0.28,0.42,0.28,0.2,0.36,0.2,0.11,0.35,0.36,0.42,0.45,0.0,0.45,0.32,0.45,0.5,0.48,0.5,0.5,0.35,0.0,0.49,0.44,0.46,0.0,0.0,0.0,0.34,0.47,0.28,0.5,0.5,0.5,0.5,0.48,0.5,0.0,0.0,0.5,0.48,0.0,0.48,0.5,0.13,136.0,12.33,0,0,0,0,0
S164,F,Novice,15.0,10.0,9.0,5.0,3.0,8.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,20.0,1.0,8.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,60.15,D,0.5,0.48,0.0,0.32,0.35,0.27,0.22,0.17,0.22,0.0,0.3,0.0,0.23,0.21,0.5,0.44,0.41,0.4,0.03,0.31,0.21,0.28,0.41,0.25,0.5,0.17,0.35,0.23,0.11,0.5,0.31,0.0,0.32,0.24,0.27,0.13,0.17,0.22,0.0,0.3,0.0,0.23,0.21,0.4,0.22,0.19,0.21,0.03,0.19,0.0,0.24,0.24,0.25,0.45,0.0,0.33,0.23,0.1,0.5,0.48,0.0,0.32,0.35,0.27,0.22,0.17,0.14,0.0,0.3,0.0,0.23,0.21,0.5,0.4,0.41,0.4,0.03,0.29,0.21,0.25,0.36,0.25,0.5,0.17,0.35,0.23,0.11,120.0,7.870000000000001,0,0,0,0,0
S165,M,Intermediate,4.0,4.0,5.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,4.0,3.0,4.0,1.0,3.0,1.0,3.0,0.0,0.0,92.8,A,0.5,0.5,0.22,0.47,0.35,0.49,0.45,0.5,0.48,0.0,0.38,0.0,0.4,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,0.03,0.48,0.17,0.47,0.35,0.49,0.45,0.44,0.48,0.0,0.38,0.0,0.4,0.0,0.5,0.4,0.07,0.34,0.48,0.4,0.0,0.42,0.41,0.42,0.5,0.31,0.5,0.5,0.36,0.5,0.5,0.22,0.47,0.35,0.49,0.45,0.5,0.48,0.0,0.38,0.0,0.4,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,65.0,12.170000000000002,1,1,1,1,1
S166,F,Proficient,8.0,7.0,5.0,5.0,6.0,3.0,3.0,1.0,3.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,2.0,0.0,4.0,1.0,0.0,4.0,89.15,B,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.42,0.0,0.48,0.17,0.43,0.0,0.5,0.5,0.5,0.48,0.5,0.5,0.47,0.5,0.5,0.48,0.5,0.43,0.49,0.5,0.47,0.5,0.43,0.0,0.0,0.0,0.4,0.25,0.5,0.42,0.0,0.4,0.08,0.43,0.0,0.5,0.44,0.21,0.31,0.33,0.33,0.34,0.34,0.38,0.23,0.48,0.17,0.49,0.45,0.4,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.42,0.0,0.48,0.17,0.2,0.0,0.5,0.5,0.5,0.48,0.5,0.5,0.47,0.5,0.5,0.48,0.5,0.43,0.49,0.5,0.47,82.0,11.82,1,1,1,1,1
S167,M,Intermediate,2.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,5.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,105.0,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.26,0.48,0.47,0.45,0.5,0.49,0.4,0.44,0.5,0.0,0.48,0.5,0.45,0.49,0.5,0.48,0.5,0.5,0.5,0.38,0.5,0.48,0.49,0.5,0.5,0.48,0.38,0.48,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,63.0,14.49,1,1,1,1,1
S168,F,Proficient,2.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,5.0,12.0,6.0,5.0,5.0,4.0,4.0,2.0,14.0,1.0,0.0,87.21,B,0.5,0.47,0.22,0.42,0.38,0.33,0.3,0.44,0.1,0.25,0.15,0.0,0.0,0.0,0.5,0.41,0.5,0.45,0.5,0.38,0.5,0.37,0.0,0.5,0.49,0.33,0.44,0.43,0.33,0.5,0.47,0.17,0.42,0.38,0.33,0.3,0.28,0.1,0.25,0.09,0.0,0.0,0.0,0.5,0.37,0.16,0.4,0.33,0.38,0.34,0.37,0.0,0.06,0.49,0.24,0.44,0.23,0.33,0.5,0.47,0.22,0.42,0.38,0.33,0.3,0.44,0.1,0.25,0.15,0.0,0.0,0.0,0.5,0.41,0.5,0.45,0.5,0.38,0.5,0.37,0.0,0.5,0.49,0.33,0.44,0.43,0.33,80.0,9.69,1,1,1,1,1
S170,M,Intermediate,5.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,18.0,2.0,6.0,5.0,5.0,14.0,12.0,0.0,3.0,0.0,0.0,88.64,B,0.5,0.5,0.5,0.43,0.0,0.36,0.36,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.29,0.2,0.39,0.5,0.34,0.42,0.5,0.48,0.5,0.29,0.5,0.3,0.26,0.38,0.03,0.43,0.0,0.36,0.36,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.42,0.0,0.29,0.2,0.39,0.34,0.24,0.42,0.42,0.48,0.33,0.29,0.2,0.3,0.5,0.5,0.5,0.43,0.0,0.36,0.36,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.29,0.0,0.35,0.5,0.34,0.42,0.5,0.48,0.5,0.29,0.5,0.3,92.0,9.36,1,1,1,1,1
S171,F,Intermediate,7.0,5.0,1.0,1.0,1.0,8.0,2.0,4.0,5.0,1.0,1.0,1.0,5.0,6.0,3.0,2.0,1.0,3.0,7.0,6.0,10.0,5.0,5.0,5.0,6.0,4.0,3.0,3.0,2.0,87.0,B,0.5,0.5,0.5,0.44,0.5,0.42,0.48,0.5,0.48,0.5,0.48,0.33,0.45,0.41,0.5,0.5,0.1,0.26,0.24,0.33,0.5,0.37,0.5,0.5,0.44,0.5,0.5,0.5,0.44,0.5,0.33,0.0,0.44,0.18,0.42,0.48,0.44,0.33,0.0,0.18,0.33,0.31,0.33,0.45,0.32,0.03,0.26,0.23,0.33,0.11,0.37,0.28,0.21,0.44,0.38,0.36,0.0,0.27,0.5,0.5,0.5,0.44,0.5,0.42,0.48,0.5,0.48,0.5,0.48,0.33,0.45,0.41,0.5,0.5,0.1,0.26,0.24,0.33,0.5,0.37,0.5,0.5,0.44,0.5,0.5,0.5,0.44,113.0,12.669999999999998,0,0,0,0,0
S172,M,Intermediate,6.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,32.24,F,0.5,0.5,0.0,0.0,0.0,0.0,0.2,0.11,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.5,0.0,0.26,0.2,0.29,0.0,0.19,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.39,0.0,0.0,0.0,0.0,0.2,0.06,0.0,0.0,0.0,0.0,0.25,0.0,0.17,0.31,0.0,0.19,0.2,0.29,0.0,0.19,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.2,0.11,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.5,0.0,0.26,0.2,0.29,0.0,0.19,0.25,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.7500000000000004,2,2,2,2,2
S173,M,Intermediate,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,5.0,1.0,1.0,4.0,3.0,97.5,A,0.5,0.48,0.5,0.49,0.5,0.42,0.49,0.5,0.5,0.5,0.5,0.5,0.43,0.41,0.5,0.49,0.5,0.46,0.5,0.45,0.5,0.47,0.0,0.5,0.5,0.5,0.5,0.5,0.44,0.5,0.48,0.39,0.49,0.5,0.42,0.49,0.5,0.41,0.0,0.5,0.0,0.43,0.41,0.43,0.44,0.0,0.46,0.33,0.45,0.32,0.47,0.0,0.33,0.5,0.48,0.5,0.45,0.44,0.5,0.48,0.5,0.0,0.5,0.42,0.49,0.5,0.5,0.5,0.5,0.5,0.0,0.41,0.5,0.49,0.5,0.46,0.5,0.45,0.5,0.47,0.0,0.5,0.5,0.5,0.5,0.5,0.44,55.0,13.530000000000001,1,1,1,1,1
S174,M,Expert,5.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,6.0,2.0,1.0,1.0,1.0,10.0,0.0,98.18,A,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.44,0.4,0.5,0.35,0.0,0.0,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.48,0.48,0.48,0.5,0.46,0.5,0.43,0.5,0.5,0.5,0.43,0.44,0.44,0.4,0.31,0.35,0.0,0.0,0.4,0.5,0.43,0.47,0.38,0.44,0.45,0.45,0.39,0.49,0.44,0.48,0.33,0.48,0.36,0.46,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.44,0.39,0.5,0.35,0.0,0.0,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.48,0.48,0.48,0.5,0.4,72.0,12.920000000000003,1,1,1,1,1
S175,M,Intermediate,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,3.0,6.0,1.0,8.0,0.0,3.0,3.0,0.0,94.08,A,0.5,0.46,0.5,0.48,0.0,0.4,0.0,0.5,0.32,0.5,0.44,0.0,0.0,0.0,0.5,0.46,0.5,0.5,0.5,0.48,0.0,0.0,0.0,0.5,0.5,0.48,0.43,0.5,0.33,0.0,0.46,0.28,0.48,0.0,0.4,0.0,0.44,0.32,0.0,0.44,0.0,0.0,0.0,0.5,0.46,0.48,0.43,0.23,0.45,0.0,0.0,0.0,0.4,0.5,0.38,0.43,0.5,0.33,0.5,0.46,0.5,0.48,0.0,0.4,0.0,0.5,0.32,0.5,0.44,0.0,0.0,0.0,0.5,0.45,0.5,0.5,0.5,0.48,0.0,0.0,0.0,0.5,0.5,0.48,0.43,0.5,0.33,48.0,9.78,1,1,1,1,1
S176,F,Intermediate,2.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,7.0,7.0,8.0,4.0,7.0,3.0,2.0,5.0,1.0,94.0,A,0.5,0.5,0.5,0.48,0.5,0.47,0.5,0.5,0.45,0.5,0.44,0.41,0.46,0.45,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.49,0.48,0.5,0.5,0.5,0.45,0.5,0.42,0.26,0.47,0.0,0.48,0.15,0.47,0.5,0.44,0.45,0.0,0.26,0.41,0.34,0.45,0.41,0.4,0.31,0.35,0.5,0.4,0.11,0.34,0.24,0.15,0.5,0.0,0.45,0.16,0.35,0.5,0.5,0.5,0.0,0.5,0.47,0.5,0.5,0.45,0.5,0.0,0.41,0.46,0.45,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.49,0.48,0.5,0.5,0.5,0.0,0.5,0.42,90.0,13.98,1,1,1,1,1
