Student,Gender,Skill level,Week 1 quiz,Week 2 quiz,Week 3 quiz,Week 4 quiz,Week 5 quiz,Week 6 quiz,Week 7 quiz,Week 8 quiz,Week 9 quiz,Week 10 quiz,Week 11 quiz,Week 12 quiz,Week 13 quiz,Week 14 quiz,Week 15 quiz,Week 16 quiz,Week 1 homework,Week 2 homework,Week 3 homework,Week 4 homework,Week 5 homework,Week 7 homework,Week 8 homework,Week 9 homework,Week 10 homework,Week 11 homework,Week 13 homework,Week 14 homework,Week 15 homework,Score,Grade,Week 1 homework maxscore,Week 1 quiz maxscore,Week 10 homework maxscore,Week 10 quiz maxscore,Week 11 homework maxscore,Week 11 quiz maxscore,Week 12 quiz maxscore,Week 13 homework maxscore,Week 13 quiz maxscore,Week 14 homework maxscore,Week 14 quiz maxscore,Week 15 homework maxscore,Week 15 quiz maxscore,Week 16 quiz maxscore,Week 2 homework maxscore,Week 2 quiz maxscore,Week 3 homework maxscore,Week 3 quiz maxscore,Week 4 homework maxscore,Week 4 quiz maxscore,Week 5 homework maxscore,Week 5 quiz maxscore,Week 6 quiz maxscore,Week 7 homework maxscore,Week 7 quiz maxscore,Week 8 homework maxscore,Week 8 quiz maxscore,Week 9 homework maxscore,Week 9 quiz maxscore,Sum1,Sum2
S382,M,Beginner,4,11,4,2,4,2,2,2,1,3,3,2,44,3,2,1,1,1,3,1,3,4,7,5,9,2,1,1,1,96.8,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.45,0.38,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,129,13.32
S383,F,Novice,3,4,4,3,2,2,1,2,4,4,1,1,2,2,2,2,2,1,4,3,5,3,4,1,3,2,1,0,0,31.32,F,0.5,0.5,0.11,0.35,0.24,0.37,0.23,0.44,0.22,0,0.3,0,0.37,0.16,0.5,0.5,0.5,0.4,0.48,0.3,0.34,0.32,0.29,0.42,0.41,0.24,0.35,0.36,0.2,68,9.4
S384,F,Intermediate,3,3,2,3,2,2,2,2,2,3,2,2,2,2,1,1,2,2,1,1,4,6,1,0,5,3,5,8,11,74.57,C,0.5,0.5,0.39,0.45,0.5,0.39,0.36,0.5,0.43,0.5,0.48,0.42,0.39,0.29,0.5,0.43,0.45,0.3,0.33,0.36,0.5,0.49,0.43,0.5,0.5,0.31,0.5,0,0.37,83,12.07
S385,M,Novice,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,2.51,F,0.5,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.41,0,0.35,0,0.45,0,0.12,0.34,0,0,0,0,0,0,23,2.98
S386,M,Proficient,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.76,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.45,0.5,0.31,0,0,0,0,0,0,0,0,0,0,0,5,1.76
S387,F,Beginner,4,4,8,1,5,6,3,1,1,2,2,4,1,1,2,1,1,2,7,2,6,2,2,1,16,4,2,1,11,90.74,A,0.5,0.43,0.36,0.47,0.41,0.35,0.45,0.22,0.34,0,0.35,0.17,0.31,0.23,0.5,0.47,0.47,0.35,0.5,0.48,0.5,0.48,0.48,0.44,0.5,0.02,0.5,0.36,0.47,103,11.11
S388,M,Beginner,1,2,2,3,6,2,1,1,3,1,0,2,1,0,1,0,1,2,1,1,1,1,1,4,3,0,1,0,2,94.72,A,0.5,0.38,0.5,0.43,0,0,0.35,0.5,0.36,0,0,0.5,0.38,0,0,0.37,0,0.35,0.33,0.44,0.5,0.45,0.48,0.23,0.5,0.36,0.45,0.45,0.39,44,9.2
S389,F,Proficient,3,2,6,1,6,2,6,1,1,1,1,0,2,2,2,1,1,1,6,1,2,8,6,10,1,1,0,1,1,93.46,A,0.5,0.5,0.31,0.5,0,0.44,0,0,0.39,0,0.45,0,0.49,0.35,0.38,0.42,0.38,0.5,0.32,0.38,0.21,0.5,0.49,0.5,0.5,0.5,0.45,0.5,0.41,76,10.37
S390,M,Novice,2,2,1,1,2,2,1,2,2,1,1,1,3,2,1,1,1,3,6,1,10,2,15,5,17,2,1,1,6,90.67,A,0.5,0.46,0.5,0.39,0.47,0.49,0.45,0.5,0.41,0.5,0.42,0.5,0.4,0.31,0.5,0.45,0.38,0.46,0.5,0.38,0.5,0.49,0.41,0.5,0.45,0.5,0.5,0.5,0.32,95,13.14
S391,F,Proficient,4,4,5,4,4,1,3,5,4,2,2,2,2,1,3,1,1,1,3,1,2,5,2,1,4,1,3,1,19,99,A,0,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.49,0.42,0.5,0.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,91,13.26
S392,F,Intermediate,1,5,5,3,2,5,1,1,1,2,1,2,3,3,4,1,1,3,3,4,2,1,4,3,2,2,1,1,2,84.13,B,0.5,0.43,0.22,0.43,0.35,0.44,0.4,0,0.4,0.12,0.45,0.17,0.5,0.35,0.5,0.5,0.5,0.38,0.47,0.43,0.5,0.4,0.38,0.5,0.5,0.12,0.5,0.34,0.46,69,11.24
S393,M,Novice,2,2,1,1,2,2,1,1,3,1,1,1,1,3,1,1,1,2,2,4,2,4,8,4,1,1,3,0,1,95.26,A,0.5,0.44,0.5,0.34,0.5,0.37,0.39,0.44,0.4,0,0.36,0.5,0.45,0,0.5,0.34,0.5,0.4,0.5,0.38,0.5,0.36,0.43,0.5,0.5,0.5,0.46,0.5,0.45,57,12.01
S394,F,Proficient,3,4,3,3,4,3,4,2,5,1,2,3,9,3,1,2,1,2,10,6,3,7,15,9,10,10,2,2,2,84.2,B,0.5,0.5,0.22,0.48,0.5,0.46,0.5,0.5,0.38,0.06,0.37,0.28,0.45,0.35,0.5,0.45,0.5,0.45,0.5,0.49,0.47,0.49,0.49,0.48,0.5,0.5,0.5,0.5,0.5,131,12.87
S395,F,Intermediate,2,3,5,2,2,1,1,3,2,1,1,1,1,0,1,0,1,4,8,8,3,3,13,4,5,1,2,0,1,30.45,F,0.5,0.47,0.5,0.49,0.24,0.48,0.45,0.44,0.4,0,0,0,0.37,0,0.5,0.48,0.48,0.5,0.5,0.45,0.47,0.45,0.5,0.5,0.5,0.33,0.4,0,0.42,79,10.82
S396,M,Novice,1,2,2,1,1,1,1,1,1,1,1,0,1,1,0,0,1,7,1,1,1,0,1,1,0,0,3,0,0,83.77,B,0.5,0.46,0,0.46,0,0.23,0,0.44,0.28,0,0.12,0,0,0,0.5,0.35,0.03,0.33,0.18,0.33,0.39,0.34,0.33,0,0.31,0,0.24,0.11,0.22,31,6.15
S397,F,-,2,4,3,2,1,3,2,1,1,2,1,1,1,0,1,1,1,1,0,2,4,1,0,0,0,0,0,0,1,59.1,E,0.5,0.47,0,0.36,0,0,0.23,0,0,0,0,0,0,0.05,0.5,0.45,0,0.5,0.5,0.5,0.5,0.48,0.5,0.23,0.45,0,0.45,0,0.42,36,7.09
S398,F,Intermediate,6,2,3,1,3,1,3,4,2,1,2,2,2,3,3,1,2,3,9,5,18,4,14,5,4,2,0,1,0,94.23,A,0.5,0.46,0.5,0.46,0.5,0.49,0.5,0,0.44,0.5,0.48,0,0.43,0,0.5,0.43,0.5,0.4,0.5,0.4,0.5,0.44,0.35,0.5,0.5,0.5,0.5,0.5,0.46,106,12.24
S399,F,Intermediate,3,3,5,5,10,5,1,8,4,1,1,5,22,9,5,5,4,3,10,3,8,2,9,8,6,13,1,6,6,97.3,A,0.5,0.5,0.5,0.48,0.5,0.46,0.5,0.5,0.47,0.5,0.49,0.5,0.47,0.46,0.5,0.48,0.5,0.47,0.5,0.43,0.5,0.45,0.49,0.5,0.5,0.5,0.5,0.5,0.49,171,14.14
S400,F,Novice,5,3,6,2,4,14,3,3,4,9,3,7,9,6,2,2,1,1,6,6,7,2,4,4,1,2,2,1,1,53.5,E,0.5,0.49,0,0.48,0.5,0.5,0.5,0.5,0.49,0,0.5,0,0.45,0.17,0.5,0.47,0.5,0.45,0.45,0.5,0.29,0.5,0.5,0.5,0.5,0.07,0.5,0.23,0.46,120,11.5
S401,M,Intermediate,4,5,4,4,3,5,1,1,2,1,1,2,3,2,5,1,1,1,2,2,4,2,6,5,11,5,3,7,2,92.8,A,0.5,0.5,0.5,0.46,0.5,0.48,0.45,0.5,0.43,0.5,0.5,0.5,0.44,0.43,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.49,0.5,0.47,95,14.14
S402,M,Proficient,1,2,2,1,2,2,2,1,2,2,3,1,1,1,1,1,1,2,2,1,9,4,10,4,6,1,3,2,1,90.05,A,0.5,0.45,0.5,0.45,0.5,0.5,0.41,0.5,0.43,0,0.35,0.33,0.35,0.37,0.5,0.41,0.5,0.4,0.5,0.48,0.5,0.45,0.49,0.5,0.48,0.5,0.43,0.5,0.42,71,12.7
S403,M,Intermediate,9,15,11,17,13,8,2,2,3,1,1,1,2,1,1,1,2,2,45,7,13,7,21,7,15,3,8,2,0,76.66,C,0.5,0.43,0.5,0.43,0.5,0.5,0.42,0.5,0.3,0.12,0.4,0,0.35,0.15,0.5,0.37,0.5,0.3,0.48,0.38,0.5,0.39,0.5,0.5,0.43,0.5,0.5,0.5,0.34,220,11.79
S404,M,Proficient,3,5,3,6,1,1,1,3,1,1,1,1,2,2,1,1,3,3,0,6,10,4,1,10,3,1,1,0,0,79.62,C,0.5,0.5,0.5,0.45,0.15,0.45,0.5,0.5,0.36,0,0.22,0,0.21,0,0.5,0.5,0,0.24,0.48,0.48,0.47,0.42,0.49,0.5,0.48,0.5,0.4,0.48,0.35,75,10.63
S405,M,Intermediate,3,2,4,1,3,0,1,3,3,1,1,1,1,1,2,3,4,3,15,5,3,6,2,2,3,1,2,2,1,81.43,B,0.5,0.5,0.47,0.47,0.26,0.36,0.5,0.44,0.47,0.5,0.39,0,0.36,0.29,0.5,0.48,0.5,0.5,0.5,0.43,0.5,0.44,0,0.5,0.45,0,0.41,0.5,0.4,79,11.62
S406,F,Intermediate,2,5,5,2,3,3,1,2,4,3,2,1,3,3,4,1,5,3,9,11,8,4,15,2,5,11,2,20,16,98.5,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,155,13.96
S407,F,Intermediate,9,4,8,2,4,2,6,4,3,2,1,3,1,1,1,1,1,2,2,1,7,3,2,2,3,2,2,8,3,98.8,A,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.49,0.5,0.4,0.44,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.4,0.46,0.5,0.5,0.33,0.48,0.5,0.43,90,13.78
S408,M,-,1,1,2,2,1,1,1,2,1,1,2,1,1,0,0,0,1,0,0,0,0,1,4,5,0,1,0,0,0,44.41,F,0.5,0.49,0,0,0.5,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.48,0.5,0.46,0.5,0,29,4.02
S410,M,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,2,0.4
S411,M,Proficient,7,6,7,5,5,4,2,1,9,4,2,2,5,8,3,1,2,14,5,1,5,6,9,8,11,20,4,10,17,101.9,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.5,0.5,0.5,0.42,0.5,0.42,0.5,0.5,0.4,0.5,0,0.5,0.47,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,183,13.63
S413,F,Novice,6,6,6,6,5,3,6,5,3,3,2,4,2,3,4,2,2,1,1,3,6,3,6,7,6,10,5,2,2,91.7,A,0.5,0.5,0.39,0.47,0.35,0.5,0.5,0.5,0.43,0.06,0.37,0.17,0.44,0.36,0.5,0.43,0.31,0.5,0.42,0.46,0.5,0.5,0.49,0.48,0.43,0.33,0.5,0.5,0.45,120,12.34
S414,M,Intermediate,3,3,4,3,3,2,1,2,2,1,1,1,2,1,1,1,4,1,2,3,3,3,2,5,3,2,2,7,5,100,A,0.5,0.5,0.5,0.49,0.5,0.43,0.5,0.5,0.49,0.5,0.45,0.5,0.45,0.39,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,73,14.12
S415,F,Novice,3,11,5,7,1,3,2,5,3,1,2,2,1,2,1,1,3,2,1,1,4,1,1,2,2,1,2,0,1,67.8,D,0.5,0.5,0,0.49,0,0.5,0.5,0.44,0.5,0,0.49,0,0.43,0.04,0.5,0.5,0.41,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.49,0.02,0.5,0.36,0.48,71,11.13
S416,M,Intermediate,2,1,1,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,23,6,8,1,11,11,4,4,3,20,6,87.65,B,0.5,0.48,0.5,0,0.5,0.3,0.26,0.5,0.25,0.5,0.28,0.5,0.31,0.3,0.5,0.36,0.47,0.29,0.5,0.39,0.5,0.32,0.48,0.5,0.5,0.48,0.39,0.5,0.26,117,11.62
S417,M,Novice,2,1,1,2,3,3,1,1,3,3,1,2,1,1,2,1,1,4,7,4,6,9,46,2,6,3,4,12,2,92.42,A,0.5,0.47,0.5,0.49,0.5,0.46,0.4,0.5,0.43,0.25,0.4,0.08,0.34,0,0.47,0.42,0.29,0.48,0.5,0.43,0.32,0.47,0.5,0.5,0.44,0.4,0.47,0.5,0.39,134,11.9
S418,M,Proficient,1,1,1,1,2,0,1,3,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,35.88,F,0.5,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.48,0.33,0.41,0.36,0.43,0,0.44,0,0.5,0.5,0,0.43,0,0,16,5.37
S419,M,Proficient,4,3,4,5,6,10,2,5,6,5,7,2,6,2,5,1,2,6,10,9,10,17,6,9,11,17,3,15,14,96.3,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,0.5,0.5,0.5,0.5,0.45,0.5,0.47,0.5,0.5,0.5,0.5,0.29,0.5,0.5,0.5,202,14.13
S420,M,Proficient,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,4,9,2,4,4,4,5,1,100,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.45,0.5,0.36,0.4,0.5,0.41,0.5,0.5,0.5,0.48,0.5,0.49,0.41,0.5,0.45,0.5,0.48,0.5,0.47,60,13.8
S421,M,Intermediate,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,2,10,5,7,3,0,0,0,0,0,0,0,24.8,F,0.5,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.43,0.34,0.4,0.5,0.33,0.26,0.32,0.33,0.44,0.46,0,0,0,0,38,5.29
S422,M,Proficient,3,4,9,9,7,12,3,4,2,2,3,3,13,5,3,3,2,2,11,1,8,6,20,9,11,4,3,21,9,100.5,A,0.5,0.5,0.5,0.49,0.5,0.46,0.5,0.5,0.48,0.5,0.4,0.42,0.36,0.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.43,192,13.63
S424,M,Proficient,1,3,1,1,2,1,2,2,4,4,3,4,1,4,2,2,2,1,12,10,8,15,10,34,8,7,5,3,0,93.27,A,0.5,0.4,0.5,0.48,0.5,0.5,0.5,0.5,0.46,0.5,0.45,0,0.4,0.4,0.5,0.37,0.5,0.43,0.5,0.34,0.5,0.44,0.45,0.5,0.5,0.5,0.38,0.5,0.49,152,12.99
S425,M,Proficient,2,2,2,1,4,1,1,2,2,1,1,1,1,1,1,1,3,2,2,2,5,6,3,4,14,2,1,2,0,98.79,A,0.5,0.5,0.5,0.48,0.5,0.5,0.44,0.44,0.38,0.5,0.44,0,0.4,0,0.5,0.49,0.5,0.46,0.5,0.45,0.5,0.42,0.48,0.5,0.5,0.5,0.5,0.5,0.47,70,12.85
S426,M,Proficient,3,3,1,1,2,2,1,2,4,4,3,1,1,2,4,0,1,1,3,1,2,3,6,6,7,3,1,2,1,90.2,A,0.5,0.5,0.5,0.48,0.5,0.48,0.5,0.5,0.42,0.12,0.5,0,0.45,0,0.5,0.48,0.5,0.44,0.5,0.45,0.5,0.45,0.49,0.5,0.49,0.5,0.5,0.5,0.4,71,12.65
S427,M,Novice,0,0,2,1,0,2,1,1,1,1,1,1,0,0,0,0,1,4,4,1,0,1,1,2,2,1,1,0,0,75.82,C,0.5,0,0.44,0.43,0.38,0.41,0.5,0.44,0,0,0,0,0,0,0.5,0,0.45,0.35,0.5,0.43,0,0,0.44,0.46,0.5,0,0.43,0.5,0.44,29,8.1
S428,M,Proficient,1,1,0,1,2,1,1,1,1,1,1,1,1,1,0,0,5,14,9,1,2,0,6,1,1,1,1,3,0,94.61,A,0.5,0.41,0.36,0.46,0.5,0.43,0.06,0.44,0.36,0.5,0.4,0,0,0,0.48,0.36,0.43,0,0.47,0.33,0.5,0.4,0.48,0,0.48,0.5,0.45,0.5,0.32,58,10.12
S430,M,Proficient,3,10,5,5,2,2,1,2,2,1,1,3,1,1,2,1,1,2,6,2,8,9,11,21,5,3,3,1,3,94.39,A,0.5,0.49,0.5,0.47,0.5,0.2,0.47,0.5,0.33,0.12,0.24,0.5,0.25,0.23,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.4,0.5,0.44,117,12.62
S431,M,Novice,3,1,2,3,3,1,1,1,1,1,1,1,1,2,1,0,1,2,20,10,3,12,4,9,0,0,0,0,0,85.22,B,0.5,0.49,0,0.43,0,0.49,0.47,0,0.17,0,0.43,0,0.4,0,0.5,0.46,0.5,0.35,0.5,0.49,0.37,0.39,0.36,0.42,0.49,0,0.33,0.27,0.48,84,9.29
S433,F,Proficient,1,1,1,0,1,1,1,2,2,1,1,1,1,1,1,0,1,1,3,1,1,2,1,1,1,1,0,1,0,92.94,A,0.5,0.41,0.14,0.39,0,0.36,0.49,0,0.36,0.06,0.39,0,0.42,0,0.5,0.29,0.29,0.39,0.36,0,0.26,0.34,0.43,0.42,0.4,0.17,0.37,0.48,0.32,30,8.54
S434,M,Proficient,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,15,15,1,3,2,18,3,4,2,4,7,4,100,A,0.5,0.47,0.5,0.44,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.42,0.43,0.4,0.5,0.4,0.5,0.48,0.5,0.48,0.5,0.44,0.49,0.5,0.43,0.5,0.43,0.5,0.36,97,13.65
S435,M,Beginner,3,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,7,4,0,2,1,4,2,0,2,0,0,92.2,A,0.5,0.48,0.5,0.36,0,0.46,0.45,0.44,0.43,0,0.44,0,0.44,0.3,0.5,0.4,0.5,0.4,0.5,0.45,0,0.34,0.42,0.5,0.48,0.38,0.48,0.5,0.38,45,11.03
S436,F,Novice,2,1,1,7,2,2,2,3,1,4,2,7,1,7,5,1,1,1,1,1,5,5,3,3,3,2,5,2,1,61.8,D,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.25,0.5,0.08,0.5,0.1,0.5,0.5,0.5,0.4,0.2,0.5,0.5,0.49,0.26,0.5,0.5,0.33,0.5,0.5,0.41,81,12.46
S437,F,Intermediate,3,4,3,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,20,6,8,4,3,2,9,93.1,A,0.5,0.5,0.5,0.48,0.5,0.43,0.45,0.44,0.49,0.5,0.48,0.5,0.39,0.45,0.5,0.5,0.47,0.48,0.42,0.45,0.47,0.47,0.45,0.48,0.5,0.5,0.4,0.5,0.4,89,13.6
S438,F,Beginner,8,3,3,3,3,2,1,2,1,1,1,1,4,1,2,1,3,1,4,4,11,3,5,9,4,1,1,1,0,82.56,B,0.5,0.5,0.33,0.45,0.26,0.43,0.36,0.44,0.46,0,0.45,0,0.34,0.3,0.5,0.47,0.5,0.43,0.3,0.45,0.47,0.44,0.5,0.48,0.45,0.21,0.48,0.48,0.37,84,11.35
S439,M,Intermediate,3,3,5,1,3,1,2,1,2,1,1,1,4,1,0,1,2,6,12,12,6,29,14,9,0,0,2,0,0,52.13,E,0.5,0.42,0,0.33,0,0.36,0.07,0.5,0.23,0,0,0,0,0,0.5,0.38,0.5,0.3,0.5,0.4,0.5,0.48,0.37,0.5,0.48,0.33,0.49,0.5,0.34,122,8.98
S440,F,Proficient,4,3,1,3,5,3,3,1,3,2,1,3,2,3,3,1,2,2,9,7,3,2,8,15,5,4,1,5,8,96.28,A,0.5,0.47,0.39,0.48,0.5,0.48,0.44,0.44,0.45,0.5,0.44,0.33,0.5,0.36,0.43,0.48,0.31,0.36,0.5,0.38,0.47,0.48,0.45,0.46,0.45,0.31,0.43,0.3,0.35,112,12.44
S441,F,Intermediate,4,2,2,3,3,1,1,1,1,1,1,1,1,0,1,0,1,1,5,1,1,4,6,0,0,0,1,0,1,74.64,C,0.5,0.48,0,0.44,0,0.34,0.27,0.44,0.17,0,0,0.21,0.35,0,0.5,0.47,0.36,0.45,0.5,0.45,0.29,0.37,0.39,0.48,0.49,0.02,0.4,0,0.17,44,8.54
S442,M,Intermediate,2,2,4,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,6,5,3,2,2,2,3,90.5,A,0.5,0.5,0.5,0.42,0.5,0.48,0.49,0.5,0.47,0.5,0.39,0.5,0.43,0.4,0.5,0.47,0.5,0.5,0.5,0.45,0.5,0.49,0.46,0.5,0.5,0.5,0.5,0.5,0.37,58,13.82
S443,M,Novice,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,5,5,2,6,5,4,8,14,5,4,8,8,94.87,A,0.5,0.38,0.5,0.4,0.5,0.32,0.39,0.5,0.3,0.25,0.31,0.42,0.4,0.32,0.5,0.32,0.45,0.38,0.5,0.4,0.45,0.35,0.42,0.44,0.5,0.24,0.45,0.5,0.44,96,11.83
S444,F,Proficient,4,5,3,6,4,3,1,1,2,2,1,2,2,3,6,1,1,3,5,1,5,2,3,2,5,1,2,2,4,100,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.47,82,14.37
S445,F,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
S447,M,Intermediate,2,3,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,3,1,3,4,4,1,3,1,1,1,1,99.7,A,0.5,0.5,0.5,0.46,0.5,0.45,0.47,0.5,0.39,0.5,0.46,0.5,0.4,0.44,0.5,0.5,0.5,0.35,0.5,0.5,0.5,0.48,0.44,0.5,0.5,0.5,0.5,0.5,0.39,50,13.73
S448,M,Proficient,1,5,2,4,2,1,0,1,1,1,0,0,1,1,0,0,2,3,4,3,3,12,1,8,8,6,2,0,0,57.31,E,0.5,0.36,0.22,0.46,0.26,0,0,0.44,0.42,0,0.4,0,0,0,0.5,0.4,0.29,0.43,0.45,0.5,0.42,0.32,0.43,0.5,0,0.02,0.43,0.45,0.28,72,8.48
S449,M,Proficient,2,3,4,2,6,2,0,1,1,0,1,1,0,0,0,0,1,3,0,2,16,16,8,11,0,5,1,0,0,67.52,D,0.5,0.4,0,0,0.35,0.29,0.04,0.5,0,0,0,0,0,0,0.5,0.43,0,0.28,0.33,0.4,0.26,0.32,0.33,0.44,0,0.33,0.48,0.43,0.37,86,6.98
S450,F,Novice,2,6,1,5,3,3,1,1,1,3,3,3,1,5,1,2,1,1,5,1,3,6,11,2,4,5,3,23,11,93.6,A,0.5,0.43,0.5,0.46,0.5,0.5,0.44,0.5,0.43,0.5,0.5,0.5,0.5,0.41,0.5,0.5,0.5,0.44,0.5,0.5,0.5,0.5,0.43,0.5,0.48,0.5,0.5,0.5,0.49,117,14.01
S451,M,Proficient,4,4,4,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,2,2,16,3,11,27,3,14,1,1,1,94.26,A,0.5,0.46,0.5,0.47,0.38,0.46,0.46,0.44,0.47,0.5,0.33,0,0.33,0.38,0.5,0.45,0.47,0.46,0.44,0.35,0.5,0.29,0.42,0.5,0.46,0.48,0.48,0.48,0.41,112,12.37
S453,M,Intermediate,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,3,4,8,5,9,2,3,1,0,94.4,A,0.5,0.5,0.5,0.43,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0,0.47,0,0.5,0.38,0.5,0.45,0.5,0.48,0.5,0.35,0.43,0.5,0.45,0.5,0.48,0.5,0.4,73,12.72
S454,F,Intermediate,3,3,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,5,5,2,6,4,1,3,1,95.99,A,0.5,0.49,0.5,0.48,0.5,0.44,0.36,0.5,0.37,0.5,0.39,0.5,0.39,0.37,0.5,0.48,0.5,0.5,0.42,0.4,0.5,0.4,0.34,0.5,0.43,0.5,0.43,0.5,0.34,62,13.03
S455,M,Intermediate,4,3,3,2,2,1,1,1,1,1,1,1,3,2,2,1,1,2,4,7,15,5,4,4,11,3,1,0,14,98.92,A,0.5,0.46,0.42,0.43,0.5,0.48,0.45,0.44,0.36,0,0.34,0.42,0.32,0.4,0.5,0.44,0.5,0.35,0.48,0.41,0.5,0.37,0.44,0.5,0.49,0.31,0.5,0.5,0.3,100,12.11
S456,F,Proficient,7,6,5,9,8,8,4,3,5,3,3,5,9,4,6,3,2,1,15,1,10,2,10,2,6,1,3,3,9,101.9,A,0.5,0.5,0.5,0.48,0.5,0.5,0.48,0.5,0.41,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.48,0.5,0.33,0.5,0.5,0.44,153,13.52
S457,M,Proficient,5,6,3,3,1,1,1,1,1,1,1,1,1,0,2,1,1,3,4,3,5,3,12,5,1,2,2,3,1,93.9,A,0.5,0.5,0.03,0.48,0.38,0.28,0.45,0.5,0.31,0.5,0,0.25,0.42,0,0.5,0.5,0.5,0.5,0,0.48,0.34,0.33,0.43,0.5,0.5,0.5,0.4,0.32,0.42,74,10.82
S458,M,Intermediate,1,2,2,1,3,1,1,1,1,1,1,1,1,0,0,0,5,0,21,5,26,10,1,1,1,1,0,0,0,49.51,F,0.03,0.35,0.19,0.39,0,0.43,0.4,0,0.32,0,0,0,0,0,0,0.26,0.29,0.25,0.33,0.35,0.37,0.44,0.45,0.48,0.45,0.21,0.33,0,0.1,88,6.42
S459,M,Proficient,1,5,2,1,2,2,1,1,2,1,1,1,0,0,0,0,1,0,10,5,9,2,10,3,3,3,0,0,0,93.91,A,0.5,0.44,0.22,0.43,0.5,0.49,0.11,0,0,0,0,0,0,0,0,0.5,0.5,0.43,0.5,0.43,0.5,0.44,0.48,0.5,0.46,0.5,0.45,0.5,0.37,66,9.25
